업종,시도,시군구,당월,전월,전년동월
pc방,경상북도,영덕군,3,3,3
pc방,경상북도,청도군,0,0,0
pc방,경상북도,고령군,0,0,0
pc방,경상북도,성주군,0,0,0
pc방,경상북도,칠곡군,19,18,29
pc방,경상북도,예천군,5,5,5
pc방,경상북도,울진군,7,7,7
pc방,경상북도,울릉군,0,0,0
pc방,경상남도,창원시 의창구,31,31,32
pc방,경상남도,창원시 성산구,36,34,35
pc방,경상남도,창원시 마산합포구,23,22,27
pc방,경상남도,창원시 마산회원구,23,24,28
pc방,경상남도,창원시 진해구,29,29,29
pc방,경상남도,진주시,52,51,55
pc방,경상남도,통영시,13,14,14
pc방,경상남도,사천시,10,10,10
pc방,경상남도,김해시,80,80,90
pc방,경상남도,밀양시,7,7,6
pc방,경상남도,거제시,22,21,20
pc방,경상남도,양산시,41,41,46
pc방,경상남도,의령군,0,0,0
pc방,경상남도,함안군,4,4,5
pc방,경상남도,창녕군,7,7,8
pc방,경상남도,고성군,3,3,3
pc방,경상남도,남해군,0,0,0
pc방,경상남도,하동군,0,0,0
pc방,경상남도,산청군,0,0,0
pc방,경상남도,함양군,3,3,4
pc방,경상남도,거창군,7,7,7
pc방,경상남도,합천군,0,0,0
pc방,제주특별자치도,제주시,87,90,92
pc방,제주특별자치도,서귀포시,33,32,36
pc방,강원특별자치도,춘천시,46,46,51
pc방,강원특별자치도,원주시,63,63,66
pc방,강원특별자치도,강릉시,48,47,52
pc방,강원특별자치도,동해시,17,17,17
pc방,강원특별자치도,태백시,6,6,6
pc방,강원특별자치도,속초시,24,24,25
pc방,강원특별자치도,삼척시,10,11,10
pc방,강원특별자치도,홍천군,9,9,9
pc방,강원특별자치도,횡성군,6,6,4
pc방,강원특별자치도,영월군,0,0,0
pc방,강원특별자치도,평창군,7,8,8
pc방,강원특별자치도,정선군,5,5,5
pc방,강원특별자치도,철원군,14,15,17
pc방,강원특별자치도,화천군,8,8,8
pc방,강원특별자치도,양구군,4,4,6
pc방,강원특별자치도,인제군,18,18,19
pc방,강원특별자치도,고성군,5,5,6
pc방,강원특별자치도,양양군,0,0,0
pc방,전북특별자치도,전주시 완산구,48,49,51
pc방,전북특별자치도,전주시 덕진구,58,58,68
pc방,전북특별자치도,군산시,41,41,39
pc방,전북특별자치도,익산시,47,43,52
pc방,전북특별자치도,정읍시,13,13,15
pc방,전북특별자치도,남원시,9,9,11
pc방,전북특별자치도,김제시,7,7,7
pc방,전북특별자치도,완주군,7,7,7
pc방,전북특별자치도,무주군,4,4,5
pc방,전북특별자치도,장수군,0,0,0
pc방,전북특별자치도,임실군,0,0,0
pc방,전북특별자치도,순창군,0,0,0
pc방,전북특별자치도,고창군,3,3,3
pc방,전북특별자치도,부안군,3,3,4
가전제품수리점,서울특별시,종로구,67,66,63
가전제품수리점,서울특별시,중구,63,63,60
가전제품수리점,서울특별시,용산구,71,69,76
가전제품수리점,서울특별시,성동구,89,87,86
가전제품수리점,서울특별시,광진구,155,156,126
가전제품수리점,서울특별시,동대문구,133,127,126
가전제품수리점,서울특별시,중랑구,257,252,245
가전제품수리점,서울특별시,성북구,200,197,178
가전제품수리점,서울특별시,강북구,161,160,158
가전제품수리점,서울특별시,도봉구,159,161,148
가전제품수리점,서울특별시,노원구,211,208,195
가전제품수리점,서울특별시,은평구,231,233,214
가전제품수리점,서울특별시,서대문구,86,84,89
가전제품수리점,서울특별시,마포구,117,115,102
가전제품수리점,서울특별시,양천구,156,157,145
가전제품수리점,서울특별시,강서구,223,223,195
가전제품수리점,서울특별시,구로구,152,150,146
가전제품수리점,서울특별시,금천구,131,126,109
가전제품수리점,서울특별시,영등포구,147,149,144
가전제품수리점,서울특별시,동작구,114,114,107
가전제품수리점,서울특별시,관악구,171,170,152
가전제품수리점,서울특별시,서초구,95,95,86
가전제품수리점,서울특별시,강남구,128,128,121
가전제품수리점,서울특별시,송파구,189,185,170
가전제품수리점,서울특별시,강동구,187,183,171
가전제품수리점,부산광역시,중구,24,24,24
가전제품수리점,부산광역시,서구,35,37,36
가전제품수리점,부산광역시,동구,35,36,39
가전제품수리점,부산광역시,영도구,29,29,34
가전제품수리점,부산광역시,부산진구,146,142,142
가전제품수리점,부산광역시,동래구,108,106,95
가전제품수리점,부산광역시,남구,85,85,84
가전제품수리점,부산광역시,북구,94,96,98
가전제품수리점,부산광역시,해운대구,127,125,121
가전제품수리점,부산광역시,사하구,108,108,100
가전제품수리점,부산광역시,금정구,84,83,83
가전제품수리점,부산광역시,강서구,46,45,41
가전제품수리점,부산광역시,연제구,108,107,101
가전제품수리점,부산광역시,수영구,58,57,59
가전제품수리점,부산광역시,사상구,75,74,68
가전제품수리점,부산광역시,기장군,82,81,76
가전제품수리점,대구광역시,중구,46,46,50
가전제품수리점,대구광역시,동구,172,172,157
가전제품수리점,대구광역시,서구,107,103,104
가전제품수리점,대구광역시,남구,76,76,79
가전제품수리점,대구광역시,북구,217,218,198
가전제품수리점,대구광역시,수성구,116,120,111
가전제품수리점,대구광역시,달서구,247,241,230
가전제품수리점,대구광역시,달성군,103,102,97
가전제품수리점,대구광역시,군위군,7,7,6
가전제품수리점,인천광역시,중구,61,61,56
가전제품수리점,인천광역시,동구,41,41,38
가전제품수리점,인천광역시,미추홀구,257,254,232
가전제품수리점,인천광역시,연수구,130,128,113
가전제품수리점,인천광역시,남동구,333,335,333
가전제품수리점,인천광역시,부평구,341,344,325
가전제품수리점,인천광역시,계양구,223,222,215
가전제품수리점,인천광역시,서구,350,352,331
가전제품수리점,인천광역시,강화군,16,16,14
가전제품수리점,인천광역시,옹진군,6,7,7
가전제품수리점,광주광역시,동구,40,40,45
가전제품수리점,광주광역시,서구,104,102,98
가전제품수리점,광주광역시,남구,85,86,88
가전제품수리점,광주광역시,북구,201,204,180
가전제품수리점,광주광역시,광산구,183,180,168
가전제품수리점,대전광역시,동구,123,124,115
가전제품수리점,대전광역시,중구,150,152,140
가전제품수리점,대전광역시,서구,229,224,198
가전제품수리점,대전광역시,유성구,105,103,97
가전제품수리점,대전광역시,대덕구,99,101,92
가전제품수리점,울산광역시,중구,104,102,102
가전제품수리점,울산광역시,남구,103,99,87
가전제품수리점,울산광역시,동구,26,26,27
가전제품수리점,울산광역시,북구,52,52,53
가전제품수리점,울산광역시,울주군,66,65,60
가전제품수리점,세종특별자치시,세종시,116,115,112
가전제품수리점,경기도,수원시 장안구,151,152,149
가전제품수리점,경기도,수원시 권선구,309,304,286
가전제품수리점,경기도,수원시 팔달구,119,120,118
가전제품수리점,경기도,수원시 영통구,137,136,117
가전제품수리점,경기도,성남시 수정구,105,103,101
가전제품수리점,경기도,성남시 중원구,116,119,111
가전제품수리점,경기도,성남시 분당구,117,115,86
가전제품수리점,경기도,의정부시,363,357,328
가전제품수리점,경기도,안양시 만안구,124,123,111
가전제품수리점,경기도,안양시 동안구,127,124,116
가전제품수리점,경기도,부천시 원미구,204,201,188
가전제품수리점,경기도,부천시 소사구,105,107,110
가전제품수리점,경기도,부천시 오정구,139,135,129
가전제품수리점,경기도,광명시,104,104,91
가전제품수리점,경기도,평택시,294,292,268
가전제품수리점,경기도,동두천시,46,46,43
가전제품수리점,경기도,안산시 상록구,257,255,227
가전제품수리점,경기도,안산시 단원구,180,183,179
가전제품수리점,경기도,고양시 덕양구,287,283,270
가전제품수리점,경기도,고양시 일산동구,173,172,155
가전제품수리점,경기도,고양시 일산서구,145,145,146
가전제품수리점,경기도,과천시,7,9,8
가전제품수리점,경기도,구리시,169,164,155
가전제품수리점,경기도,남양주시,658,646,617
가전제품수리점,경기도,오산시,160,157,144
가전제품수리점,경기도,시흥시,316,311,281
가전제품수리점,경기도,군포시,120,119,110
가전제품수리점,경기도,의왕시,66,66,71
가전제품수리점,경기도,하남시,176,179,171
가전제품수리점,경기도,용인시 처인구,156,158,138
가전제품수리점,경기도,용인시 기흥구,149,149,144
가전제품수리점,경기도,용인시 수지구,76,75,60
가전제품수리점,경기도,파주시,336,332,279
가전제품수리점,경기도,이천시,82,81,84
가전제품수리점,경기도,안성시,91,89,86
가전제품수리점,경기도,김포시,248,247,232
가전제품수리점,경기도,화성시,0,0,0
가전제품수리점,경기도,화성시 만세구,109,0,0
가전제품수리점,경기도,화성시 효행구,107,0,0
가전제품수리점,경기도,화성시 병점구,117,0,0
가전제품수리점,경기도,화성시 동탄구,136,0,0
가전제품수리점,경기도,광주시,249,248,240
가전제품수리점,경기도,양주시,211,209,182
가전제품수리점,경기도,포천시,65,65,61
가전제품수리점,경기도,여주시,58,57,51
가전제품수리점,경기도,연천군,20,20,17
가전제품수리점,경기도,가평군,22,22,22
가전제품수리점,경기도,양평군,46,47,44
가전제품수리점,충청북도,청주시 상당구,102,102,92
가전제품수리점,충청북도,청주시 서원구,80,81,74
가전제품수리점,충청북도,청주시 흥덕구,124,125,114
가전제품수리점,충청북도,청주시 청원구,95,95,71
가전제품수리점,충청북도,충주시,98,94,91
가전제품수리점,충청북도,제천시,44,42,41
가전제품수리점,충청북도,보은군,9,8,9
가전제품수리점,충청북도,옥천군,14,14,11
가전제품수리점,충청북도,영동군,11,11,9
가전제품수리점,충청북도,증평군,19,18,15
가전제품수리점,충청북도,진천군,29,29,27
가전제품수리점,충청북도,괴산군,10,10,10
가전제품수리점,충청북도,음성군,27,26,23
가전제품수리점,충청북도,단양군,6,6,5
가전제품수리점,충청남도,천안시 동남구,178,175,164
가전제품수리점,충청남도,천안시 서북구,211,208,202
가전제품수리점,충청남도,공주시,27,27,28
가전제품수리점,충청남도,보령시,27,26,30
가전제품수리점,충청남도,아산시,221,222,204
가전제품수리점,충청남도,서산시,97,96,86
가전제품수리점,충청남도,논산시,40,41,42
가전제품수리점,충청남도,계룡시,11,12,13
가전제품수리점,충청남도,당진시,36,36,29
가전제품수리점,충청남도,금산군,10,10,10
가전제품수리점,충청남도,부여군,8,8,9
가전제품수리점,충청남도,서천군,17,17,17
가전제품수리점,충청남도,청양군,7,8,8
가전제품수리점,충청남도,홍성군,54,54,44
가전제품수리점,충청남도,예산군,24,24,22
가전제품수리점,충청남도,태안군,10,10,11
가전제품수리점,전라남도,목포시,129,127,132
가전제품수리점,전라남도,여수시,101,101,99
가전제품수리점,전라남도,순천시,145,141,136
가전제품수리점,전라남도,나주시,35,36,29
가전제품수리점,전라남도,광양시,44,44,40
가전제품수리점,전라남도,담양군,18,18,18
가전제품수리점,전라남도,곡성군,6,6,6
가전제품수리점,전라남도,구례군,6,6,6
가전제품수리점,전라남도,고흥군,20,20,21
가전제품수리점,전라남도,보성군,13,13,15
가전제품수리점,전라남도,화순군,11,11,11
가전제품수리점,전라남도,장흥군,14,14,14
가전제품수리점,전라남도,강진군,4,4,4
가전제품수리점,전라남도,해남군,18,18,16
가전제품수리점,전라남도,영암군,11,11,9
가전제품수리점,전라남도,무안군,26,24,21
가전제품수리점,전라남도,함평군,6,7,4
가전제품수리점,전라남도,영광군,21,22,19
가전제품수리점,전라남도,장성군,19,19,17
가전제품수리점,전라남도,완도군,16,15,19
가전제품수리점,전라남도,진도군,7,7,6
가전제품수리점,전라남도,신안군,16,16,17
가전제품수리점,경상북도,포항시 남구,73,72,73
가전제품수리점,경상북도,포항시 북구,101,100,87
가전제품수리점,경상북도,경주시,98,98,96
가전제품수리점,경상북도,김천시,30,31,30
가전제품수리점,경상북도,안동시,66,64,63
가전제품수리점,경상북도,구미시,145,146,128
가전제품수리점,경상북도,영주시,23,23,22
가전제품수리점,경상북도,영천시,25,27,21
가전제품수리점,경상북도,상주시,28,28,27
가전제품수리점,경상북도,문경시,13,12,14
가전제품수리점,경상북도,경산시,99,100,94
가전제품수리점,경상북도,의성군,17,17,17
가전제품수리점,경상북도,청송군,6,6,3
가전제품수리점,경상북도,영양군,0,0,0
가전제품수리점,경상북도,영덕군,15,15,13
가전제품수리점,경상북도,청도군,11,11,12
가전제품수리점,경상북도,고령군,8,8,8
가전제품수리점,경상북도,성주군,14,14,13
가전제품수리점,경상북도,칠곡군,30,30,30
가전제품수리점,경상북도,예천군,15,15,13
가전제품수리점,경상북도,봉화군,8,8,7
가전제품수리점,경상북도,울진군,10,10,11
가전제품수리점,경상북도,울릉군,5,5,6
가전제품수리점,경상남도,창원시 의창구,132,133,120
가전제품수리점,경상남도,창원시 성산구,84,82,82
가전제품수리점,경상남도,창원시 마산합포구,63,64,57
가전제품수리점,경상남도,창원시 마산회원구,84,82,81
가전제품수리점,경상남도,창원시 진해구,74,76,69
가전제품수리점,경상남도,진주시,161,160,139
가전제품수리점,경상남도,통영시,74,76,74
가전제품수리점,경상남도,사천시,28,28,27
가전제품수리점,경상남도,김해시,225,218,199
가전제품수리점,경상남도,밀양시,23,25,28
가전제품수리점,경상남도,거제시,70,70,67
가전제품수리점,경상남도,양산시,211,208,188
가전제품수리점,경상남도,의령군,3,3,3
가전제품수리점,경상남도,함안군,26,27,20
가전제품수리점,경상남도,창녕군,12,12,14
가전제품수리점,경상남도,고성군,18,19,18
가전제품수리점,경상남도,남해군,7,7,7
가전제품수리점,경상남도,하동군,12,12,11
가전제품수리점,경상남도,산청군,0,0,0
가전제품수리점,경상남도,함양군,6,6,6
가전제품수리점,경상남도,거창군,11,11,12
가전제품수리점,경상남도,합천군,5,5,5
가전제품수리점,제주특별자치도,제주시,240,236,217
가전제품수리점,제주특별자치도,서귀포시,65,65,55
가전제품수리점,강원특별자치도,춘천시,142,142,130
가전제품수리점,강원특별자치도,원주시,249,245,230
가전제품수리점,강원특별자치도,강릉시,152,152,135
가전제품수리점,강원특별자치도,동해시,48,47,40
가전제품수리점,강원특별자치도,태백시,5,5,5
가전제품수리점,강원특별자치도,속초시,48,46,39
가전제품수리점,강원특별자치도,삼척시,24,24,23
가전제품수리점,강원특별자치도,홍천군,21,20,20
가전제품수리점,강원특별자치도,횡성군,12,12,11
가전제품수리점,강원특별자치도,영월군,17,15,14
가전제품수리점,강원특별자치도,평창군,14,14,14
가전제품수리점,강원특별자치도,정선군,13,12,15
가전제품수리점,강원특별자치도,철원군,8,9,8
가전제품수리점,강원특별자치도,화천군,11,10,10
가전제품수리점,강원특별자치도,양구군,15,15,13
가전제품수리점,강원특별자치도,인제군,0,0,0
가전제품수리점,강원특별자치도,고성군,11,11,11
가전제품수리점,강원특별자치도,양양군,11,11,9
가전제품수리점,전북특별자치도,전주시 완산구,161,162,144
가전제품수리점,전북특별자치도,전주시 덕진구,143,144,127
가전제품수리점,전북특별자치도,군산시,87,88,82
가전제품수리점,전북특별자치도,익산시,109,109,101
가전제품수리점,전북특별자치도,정읍시,40,40,35
가전제품수리점,전북특별자치도,남원시,32,32,33
가전제품수리점,전북특별자치도,김제시,36,35,28
가전제품수리점,전북특별자치도,완주군,36,37,32
가전제품수리점,전북특별자치도,진안군,6,6,6
가전제품수리점,전북특별자치도,무주군,4,4,3
가전제품수리점,전북특별자치도,임실군,12,13,15
가전제품수리점,전북특별자치도,순창군,9,9,8
가전제품수리점,전북특별자치도,고창군,13,13,13
가전제품수리점,전북특별자치도,부안군,11,11,9
결혼상담소,서울특별시,종로구,22,23,23
결혼상담소,서울특별시,중구,21,20,23
결혼상담소,서울특별시,용산구,8,8,10
결혼상담소,서울특별시,성동구,12,14,14
결혼상담소,서울특별시,광진구,13,14,13
결혼상담소,서울특별시,동대문구,3,0,3
결혼상담소,서울특별시,중랑구,14,14,10
결혼상담소,서울특별시,성북구,4,3,4
결혼상담소,서울특별시,강북구,9,8,5
결혼상담소,서울특별시,도봉구,5,5,4
결혼상담소,서울특별시,노원구,7,7,10
결혼상담소,서울특별시,은평구,9,9,10
결혼상담소,서울특별시,서대문구,4,4,4
결혼상담소,서울특별시,마포구,25,25,19
결혼상담소,서울특별시,양천구,10,10,9
결혼상담소,서울특별시,강서구,20,20,20
결혼상담소,서울특별시,구로구,20,20,22
결혼상담소,서울특별시,금천구,16,15,14
결혼상담소,서울특별시,영등포구,26,27,26
결혼상담소,서울특별시,동작구,3,3,7
결혼상담소,서울특별시,관악구,13,13,11
결혼상담소,서울특별시,서초구,58,58,58
결혼상담소,서울특별시,강남구,171,171,167
결혼상담소,서울특별시,송파구,26,25,23
결혼상담소,서울특별시,강동구,13,14,13
결혼상담소,부산광역시,중구,0,0,0
결혼상담소,부산광역시,서구,0,0,0
결혼상담소,부산광역시,동구,9,9,8
결혼상담소,부산광역시,영도구,0,0,0
결혼상담소,부산광역시,부산진구,25,26,24
결혼상담소,부산광역시,동래구,10,10,11
결혼상담소,부산광역시,남구,6,7,8
결혼상담소,부산광역시,북구,0,0,0
결혼상담소,부산광역시,해운대구,23,22,21
결혼상담소,부산광역시,사하구,3,3,4
결혼상담소,부산광역시,금정구,7,7,6
결혼상담소,부산광역시,강서구,0,0,0
결혼상담소,부산광역시,연제구,8,7,6
결혼상담소,부산광역시,수영구,11,12,16
결혼상담소,부산광역시,사상구,6,6,4
결혼상담소,부산광역시,기장군,8,8,6
결혼상담소,대구광역시,중구,59,58,47
결혼상담소,대구광역시,동구,23,23,20
결혼상담소,대구광역시,서구,6,6,6
결혼상담소,대구광역시,남구,18,18,19
결혼상담소,대구광역시,북구,10,10,7
결혼상담소,대구광역시,수성구,24,25,21
결혼상담소,대구광역시,달서구,16,14,12
결혼상담소,대구광역시,달성군,3,3,3
결혼상담소,인천광역시,중구,0,0,0
결혼상담소,인천광역시,미추홀구,13,13,9
결혼상담소,인천광역시,연수구,14,14,13
결혼상담소,인천광역시,남동구,27,27,24
결혼상담소,인천광역시,부평구,16,16,16
결혼상담소,인천광역시,계양구,5,5,5
결혼상담소,인천광역시,서구,17,15,13
결혼상담소,인천광역시,강화군,0,0,0
결혼상담소,광주광역시,동구,43,43,40
결혼상담소,광주광역시,서구,31,31,29
결혼상담소,광주광역시,남구,19,20,20
결혼상담소,광주광역시,북구,15,16,16
결혼상담소,광주광역시,광산구,9,9,11
결혼상담소,대전광역시,동구,10,10,11
결혼상담소,대전광역시,중구,21,21,19
결혼상담소,대전광역시,서구,38,38,41
결혼상담소,대전광역시,유성구,13,13,13
결혼상담소,대전광역시,대덕구,8,8,8
결혼상담소,울산광역시,중구,3,3,3
결혼상담소,울산광역시,남구,18,17,19
결혼상담소,울산광역시,동구,0,0,0
결혼상담소,울산광역시,북구,0,0,0
결혼상담소,울산광역시,울주군,4,4,5
결혼상담소,세종특별자치시,세종시,14,14,12
결혼상담소,경기도,수원시 장안구,8,8,6
결혼상담소,경기도,수원시 권선구,5,5,3
결혼상담소,경기도,수원시 팔달구,25,27,26
결혼상담소,경기도,수원시 영통구,9,10,9
결혼상담소,경기도,성남시 수정구,8,7,7
결혼상담소,경기도,성남시 중원구,6,7,6
결혼상담소,경기도,성남시 분당구,18,16,15
결혼상담소,경기도,의정부시,14,13,14
결혼상담소,경기도,안양시 만안구,3,3,5
결혼상담소,경기도,안양시 동안구,0,0,0
결혼상담소,경기도,부천시 원미구,25,25,19
결혼상담소,경기도,부천시 소사구,0,0,0
결혼상담소,경기도,광명시,10,9,9
결혼상담소,경기도,평택시,24,24,19
결혼상담소,경기도,동두천시,0,0,0
결혼상담소,경기도,안산시 상록구,6,6,6
결혼상담소,경기도,안산시 단원구,13,13,11
결혼상담소,경기도,고양시 덕양구,17,20,11
결혼상담소,경기도,고양시 일산동구,10,10,10
결혼상담소,경기도,고양시 일산서구,5,5,0
결혼상담소,경기도,과천시,0,0,0
결혼상담소,경기도,구리시,4,4,3
결혼상담소,경기도,남양주시,14,13,15
결혼상담소,경기도,오산시,6,6,6
결혼상담소,경기도,시흥시,11,10,6
결혼상담소,경기도,군포시,10,11,12
결혼상담소,경기도,의왕시,4,4,5
결혼상담소,경기도,하남시,17,16,10
결혼상담소,경기도,용인시 처인구,4,4,3
결혼상담소,경기도,용인시 기흥구,13,13,14
결혼상담소,경기도,용인시 수지구,4,4,4
결혼상담소,경기도,파주시,6,6,6
결혼상담소,경기도,이천시,6,6,7
결혼상담소,경기도,안성시,6,6,5
결혼상담소,경기도,김포시,12,12,11
결혼상담소,경기도,화성시,0,0,0
결혼상담소,경기도,화성시 만세구,4,0,0
결혼상담소,경기도,화성시 효행구,0,0,0
결혼상담소,경기도,화성시 병점구,0,0,0
결혼상담소,경기도,화성시 동탄구,7,0,0
결혼상담소,경기도,광주시,10,9,8
결혼상담소,경기도,양주시,8,7,7
결혼상담소,경기도,포천시,3,3,5
결혼상담소,경기도,여주시,3,3,4
결혼상담소,경기도,연천군,0,0,0
결혼상담소,경기도,가평군,0,0,0
결혼상담소,경기도,양평군,0,0,0
결혼상담소,충청북도,청주시 상당구,15,15,12
결혼상담소,충청북도,청주시 서원구,17,17,15
결혼상담소,충청북도,청주시 흥덕구,10,10,9
결혼상담소,충청북도,청주시 청원구,3,3,3
결혼상담소,충청북도,충주시,6,6,5
결혼상담소,충청북도,제천시,4,4,4
결혼상담소,충청북도,옥천군,0,0,0
결혼상담소,충청북도,영동군,0,0,0
결혼상담소,충청북도,증평군,0,0,0
결혼상담소,충청북도,진천군,0,0,0
결혼상담소,충청북도,괴산군,0,0,0
결혼상담소,충청북도,음성군,3,3,0
결혼상담소,충청남도,천안시 동남구,19,19,19
결혼상담소,충청남도,천안시 서북구,27,27,23
결혼상담소,충청남도,공주시,4,4,3
결혼상담소,충청남도,보령시,4,4,3
결혼상담소,충청남도,아산시,9,9,9
결혼상담소,충청남도,서산시,6,6,6
결혼상담소,충청남도,논산시,10,10,6
결혼상담소,충청남도,계룡시,0,0,0
결혼상담소,충청남도,당진시,9,9,8
결혼상담소,충청남도,금산군,0,0,0
결혼상담소,충청남도,부여군,0,0,0
결혼상담소,충청남도,서천군,3,3,4
결혼상담소,충청남도,청양군,0,0,0
결혼상담소,충청남도,홍성군,3,3,5
결혼상담소,충청남도,태안군,0,0,0
결혼상담소,전라남도,목포시,6,6,9
결혼상담소,전라남도,여수시,10,11,8
결혼상담소,전라남도,순천시,13,13,12
결혼상담소,전라남도,나주시,7,7,6
결혼상담소,전라남도,광양시,4,4,5
결혼상담소,전라남도,화순군,0,0,0
결혼상담소,전라남도,장흥군,0,0,0
결혼상담소,전라남도,해남군,0,0,0
결혼상담소,전라남도,무안군,0,0,0
결혼상담소,전라남도,함평군,0,0,0
결혼상담소,전라남도,영광군,0,0,0
결혼상담소,전라남도,장성군,0,0,0
결혼상담소,전라남도,완도군,0,0,0
결혼상담소,전라남도,진도군,0,0,0
결혼상담소,경상북도,포항시 남구,7,7,4
결혼상담소,경상북도,포항시 북구,11,11,13
결혼상담소,경상북도,경주시,9,9,7
결혼상담소,경상북도,김천시,0,0,0
결혼상담소,경상북도,안동시,3,4,4
결혼상담소,경상북도,구미시,8,9,9
결혼상담소,경상북도,영주시,6,7,7
결혼상담소,경상북도,영천시,0,0,0
결혼상담소,경상북도,상주시,4,4,4
결혼상담소,경상북도,문경시,0,0,0
결혼상담소,경상북도,경산시,5,5,3
결혼상담소,경상북도,의성군,0,0,0
결혼상담소,경상북도,영양군,0,0,0
결혼상담소,경상북도,청도군,0,0,0
결혼상담소,경상북도,성주군,0,0,0
결혼상담소,경상북도,칠곡군,0,0,0
결혼상담소,경상북도,예천군,3,3,3
결혼상담소,경상북도,봉화군,0,0,0
결혼상담소,경상북도,울진군,0,0,0
결혼상담소,경상남도,창원시 의창구,10,11,11
결혼상담소,경상남도,창원시 성산구,22,21,19
결혼상담소,경상남도,창원시 마산합포구,6,6,6
결혼상담소,경상남도,창원시 마산회원구,7,7,8
결혼상담소,경상남도,창원시 진해구,0,0,0
결혼상담소,경상남도,진주시,16,15,12
결혼상담소,경상남도,통영시,4,4,6
결혼상담소,경상남도,사천시,4,4,3
결혼상담소,경상남도,김해시,19,18,18
결혼상담소,경상남도,거제시,4,5,5
결혼상담소,경상남도,양산시,6,6,8
결혼상담소,경상남도,창녕군,0,0,0
결혼상담소,경상남도,고성군,0,0,0
결혼상담소,경상남도,남해군,0,0,0
결혼상담소,경상남도,하동군,0,0,0
결혼상담소,경상남도,함양군,0,0,0
결혼상담소,경상남도,거창군,0,0,0
결혼상담소,제주특별자치도,제주시,26,25,19
결혼상담소,제주특별자치도,서귀포시,8,8,6
결혼상담소,강원특별자치도,춘천시,8,8,8
결혼상담소,강원특별자치도,원주시,10,10,9
결혼상담소,강원특별자치도,강릉시,7,6,7
결혼상담소,강원특별자치도,동해시,0,0,0
결혼상담소,강원특별자치도,속초시,0,0,0
결혼상담소,강원특별자치도,삼척시,0,0,0
결혼상담소,강원특별자치도,홍천군,0,0,0
결혼상담소,강원특별자치도,평창군,0,0,0
결혼상담소,강원특별자치도,철원군,0,0,0
결혼상담소,강원특별자치도,양구군,0,0,0
결혼상담소,전북특별자치도,전주시 완산구,34,34,32
결혼상담소,전북특별자치도,전주시 덕진구,17,17,16
결혼상담소,전북특별자치도,군산시,11,11,15
결혼상담소,전북특별자치도,익산시,13,13,12
결혼상담소,전북특별자치도,정읍시,4,5,3
결혼상담소,전북특별자치도,남원시,5,5,4
결혼상담소,전북특별자치도,김제시,4,4,3
결혼상담소,전북특별자치도,완주군,3,3,3
결혼상담소,전북특별자치도,진안군,3,3,3
결혼상담소,전북특별자치도,임실군,0,0,0
결혼상담소,전북특별자치도,순창군,0,0,0
결혼상담소,전북특별자치도,고창군,0,0,0
결혼상담소,전북특별자치도,부안군,0,0,0
노래방,서울특별시,종로구,60,60,62
노래방,서울특별시,중구,58,59,61
노래방,서울특별시,용산구,61,62,66
노래방,서울특별시,성동구,121,121,126
노래방,서울특별시,광진구,284,283,293
노래방,서울특별시,동대문구,156,157,163
노래방,서울특별시,중랑구,308,308,315
노래방,서울특별시,성북구,122,123,128
노래방,서울특별시,강북구,247,248,252
노래방,서울특별시,도봉구,152,152,157
노래방,서울특별시,노원구,218,218,227
노래방,서울특별시,은평구,161,161,171
노래방,서울특별시,서대문구,88,88,94
노래방,서울특별시,마포구,174,172,180
노래방,서울특별시,양천구,188,190,197
노래방,서울특별시,강서구,276,276,285
노래방,서울특별시,구로구,243,247,262
노래방,서울특별시,금천구,159,160,163
노래방,서울특별시,영등포구,275,277,283
노래방,서울특별시,동작구,124,127,134
노래방,서울특별시,관악구,233,235,249
노래방,서울특별시,서초구,165,166,175
노래방,서울특별시,강남구,184,186,189
노래방,서울특별시,송파구,375,375,387
노래방,서울특별시,강동구,209,209,217
노래방,부산광역시,중구,18,18,19
노래방,부산광역시,서구,16,17,15
노래방,부산광역시,동구,13,13,14
노래방,부산광역시,영도구,20,19,22
노래방,부산광역시,부산진구,116,118,120
노래방,부산광역시,동래구,124,124,139
노래방,부산광역시,남구,64,64,69
노래방,부산광역시,북구,141,142,148
노래방,부산광역시,해운대구,119,120,130
노래방,부산광역시,사하구,102,103,109
노래방,부산광역시,금정구,106,105,112
노래방,부산광역시,강서구,33,33,34
노래방,부산광역시,연제구,80,79,82
노래방,부산광역시,수영구,74,74,80
노래방,부산광역시,사상구,113,116,122
노래방,부산광역시,기장군,57,57,57
노래방,대구광역시,중구,53,53,53
노래방,대구광역시,동구,136,136,144
노래방,대구광역시,서구,110,110,116
노래방,대구광역시,남구,85,87,93
노래방,대구광역시,북구,202,205,220
노래방,대구광역시,수성구,172,173,180
노래방,대구광역시,달서구,377,377,395
노래방,대구광역시,달성군,92,92,99
노래방,대구광역시,군위군,8,8,9
노래방,인천광역시,중구,57,56,59
노래방,인천광역시,동구,30,30,30
노래방,인천광역시,미추홀구,284,284,294
노래방,인천광역시,연수구,233,237,246
노래방,인천광역시,남동구,427,427,430
노래방,인천광역시,부평구,327,328,342
노래방,인천광역시,계양구,222,223,231
노래방,인천광역시,서구,390,390,397
노래방,인천광역시,강화군,22,22,24
노래방,인천광역시,옹진군,14,14,16
노래방,광주광역시,동구,56,56,58
노래방,광주광역시,서구,194,194,195
노래방,광주광역시,남구,72,73,77
노래방,광주광역시,북구,265,265,270
