업종,시도,시군구,당월,전월,전년동월
가구점,서울특별시,종로구,18,18,17
가구점,서울특별시,중구,65,63,62
가구점,서울특별시,용산구,41,39,35
가구점,서울특별시,성동구,33,34,29
가구점,서울특별시,광진구,32,32,36
가구점,서울특별시,동대문구,35,35,31
가구점,서울특별시,중랑구,29,27,33
가구점,서울특별시,성북구,31,33,38
가구점,서울특별시,강북구,26,26,23
가구점,서울특별시,도봉구,17,17,15
가구점,서울특별시,노원구,38,38,38
가구점,서울특별시,은평구,38,38,37
가구점,서울특별시,서대문구,49,50,49
가구점,서울특별시,마포구,38,38,41
가구점,서울특별시,양천구,29,29,28
가구점,서울특별시,강서구,39,39,40
가구점,서울특별시,구로구,23,22,25
가구점,서울특별시,금천구,22,22,22
가구점,서울특별시,영등포구,28,28,28
가구점,서울특별시,동작구,20,20,22
가구점,서울특별시,관악구,30,28,32
가구점,서울특별시,서초구,80,81,79
가구점,서울특별시,강남구,110,110,109
가구점,서울특별시,송파구,75,77,71
가구점,서울특별시,강동구,41,39,35
가구점,부산광역시,중구,8,8,9
가구점,부산광역시,서구,9,9,8
가구점,부산광역시,동구,53,54,54
가구점,부산광역시,영도구,8,8,8
가구점,부산광역시,부산진구,33,35,34
가구점,부산광역시,동래구,30,30,32
가구점,부산광역시,남구,15,16,21
가구점,부산광역시,북구,17,17,19
가구점,부산광역시,해운대구,78,79,73
가구점,부산광역시,사하구,38,38,42
가구점,부산광역시,금정구,25,26,29
가구점,부산광역시,강서구,23,24,26
가구점,부산광역시,연제구,24,24,24
가구점,부산광역시,수영구,27,27,27
가구점,부산광역시,사상구,24,24,23
가구점,부산광역시,기장군,24,23,19
가구점,대구광역시,중구,14,13,12
가구점,대구광역시,동구,41,39,46
가구점,대구광역시,서구,43,44,41
가구점,대구광역시,남구,21,21,22
가구점,대구광역시,북구,96,96,97
가구점,대구광역시,수성구,43,44,46
가구점,대구광역시,달서구,31,31,33
가구점,대구광역시,달성군,26,26,27
가구점,대구광역시,군위군,0,0,0
가구점,인천광역시,중구,16,17,16
가구점,인천광역시,동구,11,12,15
가구점,인천광역시,미추홀구,46,46,41
가구점,인천광역시,연수구,34,35,33
가구점,인천광역시,남동구,69,68,63
가구점,인천광역시,부평구,45,45,42
가구점,인천광역시,계양구,30,30,32
가구점,인천광역시,서구,78,79,82
가구점,인천광역시,강화군,5,6,5
가구점,인천광역시,옹진군,0,0,0
가구점,광주광역시,동구,19,18,20
가구점,광주광역시,서구,72,72,67
가구점,광주광역시,남구,13,14,15
가구점,광주광역시,북구,50,52,52
가구점,광주광역시,광산구,47,47,50
가구점,대전광역시,동구,23,23,22
가구점,대전광역시,중구,40,40,43
가구점,대전광역시,서구,45,47,48
가구점,대전광역시,유성구,51,50,51
가구점,대전광역시,대덕구,29,28,28
가구점,울산광역시,중구,60,59,60
가구점,울산광역시,남구,34,34,33
가구점,울산광역시,동구,14,14,15
가구점,울산광역시,북구,11,10,12
가구점,울산광역시,울주군,25,25,23
가구점,세종특별자치시,세종시,35,34,34
가구점,경기도,수원시 장안구,14,15,16
가구점,경기도,수원시 권선구,54,54,53
가구점,경기도,수원시 팔달구,18,17,21
가구점,경기도,수원시 영통구,24,24,24
가구점,경기도,성남시 수정구,29,29,27
가구점,경기도,성남시 중원구,26,26,27
가구점,경기도,성남시 분당구,41,41,45
가구점,경기도,의정부시,42,43,48
가구점,경기도,안양시 만안구,22,22,22
가구점,경기도,안양시 동안구,56,55,55
가구점,경기도,부천시 원미구,49,48,46
가구점,경기도,부천시 소사구,19,19,18
가구점,경기도,부천시 오정구,9,10,11
가구점,경기도,광명시,44,44,43
가구점,경기도,평택시,87,85,84
가구점,경기도,동두천시,15,16,15
가구점,경기도,안산시 상록구,56,56,58
가구점,경기도,안산시 단원구,34,34,33
가구점,경기도,고양시 덕양구,53,55,50
가구점,경기도,고양시 일산동구,79,80,82
가구점,경기도,고양시 일산서구,79,78,80
가구점,경기도,과천시,9,9,8
가구점,경기도,구리시,29,30,31
가구점,경기도,남양주시,159,158,163
가구점,경기도,오산시,29,28,30
가구점,경기도,시흥시,61,61,63
가구점,경기도,군포시,18,18,18
가구점,경기도,의왕시,22,23,22
가구점,경기도,하남시,55,56,55
가구점,경기도,용인시 처인구,53,53,53
가구점,경기도,용인시 기흥구,82,79,86
가구점,경기도,용인시 수지구,30,30,29
가구점,경기도,파주시,131,131,134
가구점,경기도,이천시,29,29,33
가구점,경기도,안성시,33,32,33
가구점,경기도,김포시,102,102,103
가구점,경기도,화성시,0,0,0
가구점,경기도,화성시 만세구,20,0,0
가구점,경기도,화성시 효행구,49,0,0
가구점,경기도,화성시 병점구,15,0,0
가구점,경기도,화성시 동탄구,31,0,0
가구점,경기도,광주시,114,114,115
가구점,경기도,양주시,70,71,66
가구점,경기도,포천시,104,103,99
가구점,경기도,여주시,18,19,19
가구점,경기도,연천군,7,7,7
가구점,경기도,가평군,14,14,13
가구점,경기도,양평군,27,28,26
가구점,충청북도,청주시 상당구,27,27,28
가구점,충청북도,청주시 서원구,81,82,83
가구점,충청북도,청주시 흥덕구,25,25,26
가구점,충청북도,청주시 청원구,21,21,20
가구점,충청북도,충주시,31,31,33
가구점,충청북도,제천시,32,32,34
가구점,충청북도,보은군,6,6,6
가구점,충청북도,옥천군,7,7,6
가구점,충청북도,영동군,8,8,9
가구점,충청북도,증평군,4,4,4
가구점,충청북도,진천군,4,4,4
가구점,충청북도,괴산군,4,4,4
가구점,충청북도,음성군,12,13,11
가구점,충청북도,단양군,0,0,0
가구점,충청남도,천안시 동남구,50,50,47
가구점,충청남도,천안시 서북구,54,54,54
가구점,충청남도,공주시,17,17,21
가구점,충청남도,보령시,13,13,16
가구점,충청남도,아산시,31,32,32
가구점,충청남도,서산시,28,28,25
가구점,충청남도,논산시,22,22,20
가구점,충청남도,계룡시,4,4,4
가구점,충청남도,당진시,20,20,18
가구점,충청남도,금산군,4,4,4
가구점,충청남도,부여군,4,4,5
가구점,충청남도,서천군,5,5,4
가구점,충청남도,청양군,5,5,7
가구점,충청남도,홍성군,16,16,17
가구점,충청남도,예산군,17,17,18
가구점,충청남도,태안군,3,3,3
가구점,전라남도,목포시,50,50,50
가구점,전라남도,여수시,40,41,47
가구점,전라남도,순천시,70,71,60
가구점,전라남도,나주시,17,17,21
가구점,전라남도,광양시,15,15,16
가구점,전라남도,담양군,6,6,6
가구점,전라남도,곡성군,0,0,0
가구점,전라남도,구례군,6,6,5
가구점,전라남도,고흥군,7,7,7
가구점,전라남도,보성군,7,7,7
가구점,전라남도,화순군,3,3,0
가구점,전라남도,장흥군,3,3,3
가구점,전라남도,강진군,3,3,3
가구점,전라남도,해남군,8,8,10
가구점,전라남도,영암군,9,9,9
가구점,전라남도,무안군,5,5,4
가구점,전라남도,함평군,0,0,0
가구점,전라남도,영광군,7,7,8
가구점,전라남도,장성군,10,10,9
가구점,전라남도,완도군,4,4,3
가구점,전라남도,진도군,4,4,4
가구점,경상북도,포항시 남구,25,26,26
가구점,경상북도,포항시 북구,55,54,55
가구점,경상북도,경주시,47,47,48
가구점,경상북도,김천시,21,21,21
가구점,경상북도,안동시,42,41,40
가구점,경상북도,구미시,43,44,47
가구점,경상북도,영주시,25,24,26
가구점,경상북도,영천시,14,14,12
가구점,경상북도,상주시,13,13,12
가구점,경상북도,문경시,12,13,13
가구점,경상북도,경산시,40,40,37
가구점,경상북도,의성군,4,4,4
가구점,경상북도,청송군,0,0,0
가구점,경상북도,영양군,0,0,0
가구점,경상북도,영덕군,3,3,3
가구점,경상북도,청도군,3,3,3
가구점,경상북도,고령군,7,7,6
가구점,경상북도,성주군,6,6,6
가구점,경상북도,칠곡군,37,38,37
가구점,경상북도,예천군,6,5,5
가구점,경상북도,봉화군,0,0,0
가구점,경상북도,울진군,15,15,14
가구점,경상북도,울릉군,0,0,0
가구점,경상남도,창원시 의창구,41,42,42
가구점,경상남도,창원시 성산구,19,19,21
가구점,경상남도,창원시 마산합포구,35,36,35
가구점,경상남도,창원시 마산회원구,9,8,8
가구점,경상남도,창원시 진해구,17,17,17
가구점,경상남도,진주시,48,48,53
가구점,경상남도,통영시,19,19,20
가구점,경상남도,사천시,20,20,19
가구점,경상남도,김해시,113,114,119
가구점,경상남도,밀양시,13,13,12
가구점,경상남도,거제시,31,31,32
가구점,경상남도,양산시,62,61,66
가구점,경상남도,의령군,0,0,0
가구점,경상남도,함안군,7,7,7
가구점,경상남도,창녕군,7,7,7
가구점,경상남도,고성군,4,4,4
가구점,경상남도,남해군,5,5,8
가구점,경상남도,하동군,7,7,7
가구점,경상남도,산청군,3,3,3
가구점,경상남도,함양군,6,6,6
가구점,경상남도,거창군,7,7,9
가구점,경상남도,합천군,7,7,8
가구점,제주특별자치도,제주시,160,162,159
가구점,제주특별자치도,서귀포시,32,33,39
가구점,강원특별자치도,춘천시,41,39,41
가구점,강원특별자치도,원주시,87,87,94
가구점,강원특별자치도,강릉시,51,50,52
가구점,강원특별자치도,동해시,25,25,24
가구점,강원특별자치도,태백시,6,6,6
가구점,강원특별자치도,속초시,7,7,8
가구점,강원특별자치도,삼척시,6,6,6
가구점,강원특별자치도,홍천군,12,12,13
가구점,강원특별자치도,횡성군,6,5,5
가구점,강원특별자치도,영월군,4,4,5
가구점,강원특별자치도,평창군,5,5,6
가구점,강원특별자치도,정선군,5,5,6
가구점,강원특별자치도,철원군,6,7,7
가구점,강원특별자치도,화천군,0,0,0
가구점,강원특별자치도,양구군,0,0,0
가구점,강원특별자치도,인제군,3,3,4
가구점,강원특별자치도,고성군,4,4,3
가구점,강원특별자치도,양양군,4,4,4
가구점,전북특별자치도,전주시 완산구,105,105,104
가구점,전북특별자치도,전주시 덕진구,45,45,53
가구점,전북특별자치도,군산시,60,61,60
가구점,전북특별자치도,익산시,52,53,60
가구점,전북특별자치도,정읍시,17,17,17
가구점,전북특별자치도,남원시,15,15,17
가구점,전북특별자치도,김제시,45,45,40
가구점,전북특별자치도,완주군,16,16,14
가구점,전북특별자치도,진안군,3,3,3
가구점,전북특별자치도,무주군,0,0,0
가구점,전북특별자치도,장수군,0,0,0
가구점,전북특별자치도,임실군,3,3,3
가구점,전북특별자치도,순창군,0,0,0
가구점,전북특별자치도,고창군,8,8,8
가구점,전북특별자치도,부안군,6,6,6
가전제품판매점,서울특별시,종로구,70,69,67
가전제품판매점,서울특별시,중구,111,113,120
가전제품판매점,서울특별시,용산구,72,73,72
가전제품판매점,서울특별시,성동구,26,25,25
가전제품판매점,서울특별시,광진구,54,54,55
가전제품판매점,서울특별시,동대문구,40,40,40
가전제품판매점,서울특별시,중랑구,71,69,69
가전제품판매점,서울특별시,성북구,50,52,48
가전제품판매점,서울특별시,강북구,30,29,35
가전제품판매점,서울특별시,도봉구,31,31,33
가전제품판매점,서울특별시,노원구,37,38,37
가전제품판매점,서울특별시,은평구,43,43,43
가전제품판매점,서울특별시,서대문구,40,40,40
가전제품판매점,서울특별시,마포구,49,48,46
가전제품판매점,서울특별시,양천구,45,44,46
가전제품판매점,서울특별시,강서구,76,76,83
가전제품판매점,서울특별시,구로구,60,60,55
가전제품판매점,서울특별시,금천구,57,57,55
가전제품판매점,서울특별시,영등포구,80,82,87
가전제품판매점,서울특별시,동작구,38,38,35
가전제품판매점,서울특별시,관악구,50,48,53
가전제품판매점,서울특별시,서초구,79,80,84
가전제품판매점,서울특별시,강남구,94,91,90
가전제품판매점,서울특별시,송파구,81,82,89
가전제품판매점,서울특별시,강동구,60,60,64
가전제품판매점,부산광역시,중구,35,36,39
가전제품판매점,부산광역시,서구,15,15,16
가전제품판매점,부산광역시,동구,33,35,37
가전제품판매점,부산광역시,영도구,15,15,15
가전제품판매점,부산광역시,부산진구,112,113,117
가전제품판매점,부산광역시,동래구,38,38,43
가전제품판매점,부산광역시,남구,42,41,41
가전제품판매점,부산광역시,북구,27,27,29
가전제품판매점,부산광역시,해운대구,37,36,39
가전제품판매점,부산광역시,사하구,40,40,38
가전제품판매점,부산광역시,금정구,43,43,39
가전제품판매점,부산광역시,강서구,25,27,24
가전제품판매점,부산광역시,연제구,30,32,34
가전제품판매점,부산광역시,수영구,25,23,24
가전제품판매점,부산광역시,사상구,33,33,36
가전제품판매점,부산광역시,기장군,37,37,37
가전제품판매점,대구광역시,중구,62,62,64
가전제품판매점,대구광역시,동구,49,49,53
가전제품판매점,대구광역시,서구,47,47,46
가전제품판매점,대구광역시,남구,28,29,28
가전제품판매점,대구광역시,북구,118,118,123
가전제품판매점,대구광역시,수성구,47,47,44
가전제품판매점,대구광역시,달서구,60,60,68
가전제품판매점,대구광역시,달성군,41,42,43
가전제품판매점,대구광역시,군위군,3,3,3
가전제품판매점,인천광역시,중구,21,22,21
가전제품판매점,인천광역시,동구,11,11,14
가전제품판매점,인천광역시,미추홀구,46,45,47
가전제품판매점,인천광역시,연수구,40,40,38
가전제품판매점,인천광역시,남동구,78,78,82
가전제품판매점,인천광역시,부평구,64,64,64
가전제품판매점,인천광역시,계양구,49,49,47
가전제품판매점,인천광역시,서구,89,88,77
가전제품판매점,인천광역시,강화군,21,21,22
가전제품판매점,인천광역시,옹진군,7,7,7
가전제품판매점,광주광역시,동구,33,33,36
가전제품판매점,광주광역시,서구,98,97,100
가전제품판매점,광주광역시,남구,35,35,36
가전제품판매점,광주광역시,북구,121,121,128
가전제품판매점,광주광역시,광산구,69,70,75
가전제품판매점,대전광역시,동구,55,55,51
가전제품판매점,대전광역시,중구,57,57,59
가전제품판매점,대전광역시,서구,104,105,103
가전제품판매점,대전광역시,유성구,51,51,46
가전제품판매점,대전광역시,대덕구,60,61,62
가전제품판매점,울산광역시,중구,62,63,64
가전제품판매점,울산광역시,남구,60,59,59
가전제품판매점,울산광역시,동구,16,16,16
가전제품판매점,울산광역시,북구,30,30,29
가전제품판매점,울산광역시,울주군,39,37,35
가전제품판매점,세종특별자치시,세종시,48,50,43
가전제품판매점,경기도,수원시 장안구,34,35,38
가전제품판매점,경기도,수원시 권선구,78,77,75
가전제품판매점,경기도,수원시 팔달구,35,35,40
가전제품판매점,경기도,수원시 영통구,37,37,41
가전제품판매점,경기도,성남시 수정구,34,34,30
가전제품판매점,경기도,성남시 중원구,44,46,43
가전제품판매점,경기도,성남시 분당구,34,33,35
가전제품판매점,경기도,의정부시,78,79,74
가전제품판매점,경기도,안양시 만안구,36,36,40
가전제품판매점,경기도,안양시 동안구,45,44,46
가전제품판매점,경기도,부천시 원미구,69,71,72
가전제품판매점,경기도,부천시 소사구,37,37,40
가전제품판매점,경기도,부천시 오정구,32,32,34
가전제품판매점,경기도,광명시,51,51,53
가전제품판매점,경기도,평택시,120,118,120
가전제품판매점,경기도,동두천시,25,25,23
가전제품판매점,경기도,안산시 상록구,71,69,74
가전제품판매점,경기도,안산시 단원구,40,39,36
가전제품판매점,경기도,고양시 덕양구,91,94,86
가전제품판매점,경기도,고양시 일산동구,64,63,74
가전제품판매점,경기도,고양시 일산서구,42,42,44
가전제품판매점,경기도,과천시,5,5,4
가전제품판매점,경기도,구리시,61,60,60
가전제품판매점,경기도,남양주시,194,194,186
가전제품판매점,경기도,오산시,47,44,42
가전제품판매점,경기도,시흥시,83,83,81
가전제품판매점,경기도,군포시,22,23,24
가전제품판매점,경기도,의왕시,12,12,14
가전제품판매점,경기도,하남시,72,71,69
가전제품판매점,경기도,용인시 처인구,51,51,54
가전제품판매점,경기도,용인시 기흥구,62,61,56
가전제품판매점,경기도,용인시 수지구,31,32,26
가전제품판매점,경기도,파주시,94,91,86
가전제품판매점,경기도,이천시,37,38,41
가전제품판매점,경기도,안성시,38,38,34
가전제품판매점,경기도,김포시,93,94,89
가전제품판매점,경기도,화성시,0,0,0
가전제품판매점,경기도,화성시 만세구,49,0,0
가전제품판매점,경기도,화성시 효행구,35,0,0
가전제품판매점,경기도,화성시 병점구,23,0,0
가전제품판매점,경기도,화성시 동탄구,34,0,0
가전제품판매점,경기도,광주시,86,87,87
가전제품판매점,경기도,양주시,62,60,64
가전제품판매점,경기도,포천시,41,42,42
가전제품판매점,경기도,여주시,30,30,30
가전제품판매점,경기도,연천군,9,9,11
가전제품판매점,경기도,가평군,11,11,12
가전제품판매점,경기도,양평군,18,17,22
가전제품판매점,충청북도,청주시 상당구,59,60,58
가전제품판매점,충청북도,청주시 서원구,46,48,51
가전제품판매점,충청북도,청주시 흥덕구,50,49,48
가전제품판매점,충청북도,청주시 청원구,46,46,47
가전제품판매점,충청북도,충주시,69,69,66
가전제품판매점,충청북도,제천시,41,41,39
가전제품판매점,충청북도,보은군,11,11,12
가전제품판매점,충청북도,옥천군,11,11,11
가전제품판매점,충청북도,영동군,6,6,6
가전제품판매점,충청북도,증평군,14,12,12
가전제품판매점,충청북도,진천군,18,17,18
가전제품판매점,충청북도,괴산군,5,5,6
가전제품판매점,충청북도,음성군,32,32,31
가전제품판매점,충청북도,단양군,8,8,8
가전제품판매점,충청남도,천안시 동남구,73,71,71
가전제품판매점,충청남도,천안시 서북구,75,74,64
가전제품판매점,충청남도,공주시,31,31,35
가전제품판매점,충청남도,보령시,33,34,36
가전제품판매점,충청남도,아산시,70,72,75
가전제품판매점,충청남도,서산시,52,53,48
가전제품판매점,충청남도,논산시,46,47,48
가전제품판매점,충청남도,계룡시,6,6,5
가전제품판매점,충청남도,당진시,36,36,36
가전제품판매점,충청남도,금산군,19,19,17
가전제품판매점,충청남도,부여군,15,15,15
가전제품판매점,충청남도,서천군,12,12,11
가전제품판매점,충청남도,청양군,11,11,13
가전제품판매점,충청남도,홍성군,36,36,39
가전제품판매점,충청남도,예산군,19,19,19
가전제품판매점,충청남도,태안군,16,16,16
가전제품판매점,전라남도,목포시,90,90,99
가전제품판매점,전라남도,여수시,70,70,72
가전제품판매점,전라남도,순천시,84,84,87
가전제품판매점,전라남도,나주시,27,27,26
가전제품판매점,전라남도,광양시,55,55,57
가전제품판매점,전라남도,담양군,14,14,13
가전제품판매점,전라남도,곡성군,10,10,10
가전제품판매점,전라남도,구례군,7,7,8
가전제품판매점,전라남도,고흥군,25,25,25
가전제품판매점,전라남도,보성군,21,21,21
가전제품판매점,전라남도,화순군,9,9,8
가전제품판매점,전라남도,장흥군,9,10,12
가전제품판매점,전라남도,강진군,18,18,15
가전제품판매점,전라남도,해남군,29,31,32
가전제품판매점,전라남도,영암군,16,16,16
가전제품판매점,전라남도,무안군,21,20,19
가전제품판매점,전라남도,함평군,9,9,9
가전제품판매점,전라남도,영광군,11,11,10
가전제품판매점,전라남도,장성군,10,10,8
가전제품판매점,전라남도,완도군,9,9,10
가전제품판매점,전라남도,진도군,7,7,6
가전제품판매점,전라남도,신안군,10,9,7
가전제품판매점,경상북도,포항시 남구,88,88,88
가전제품판매점,경상북도,포항시 북구,73,74,82
가전제품판매점,경상북도,경주시,62,62,62
가전제품판매점,경상북도,김천시,34,33,34
가전제품판매점,경상북도,안동시,54,54,56
가전제품판매점,경상북도,구미시,96,96,100
가전제품판매점,경상북도,영주시,38,38,36
가전제품판매점,경상북도,영천시,24,24,24
가전제품판매점,경상북도,상주시,29,29,31
가전제품판매점,경상북도,문경시,28,28,30
가전제품판매점,경상북도,경산시,63,64,59
가전제품판매점,경상북도,의성군,16,16,18
가전제품판매점,경상북도,청송군,12,12,12
가전제품판매점,경상북도,영양군,4,4,4
가전제품판매점,경상북도,영덕군,10,10,11
가전제품판매점,경상북도,청도군,9,9,8
가전제품판매점,경상북도,고령군,8,8,9
가전제품판매점,경상북도,성주군,9,9,10
가전제품판매점,경상북도,칠곡군,26,26,26
가전제품판매점,경상북도,예천군,19,19,18
가전제품판매점,경상북도,봉화군,4,4,5
가전제품판매점,경상북도,울진군,17,17,15
가전제품판매점,경상북도,울릉군,6,6,6
가전제품판매점,경상남도,창원시 의창구,72,70,75
가전제품판매점,경상남도,창원시 성산구,46,46,41
가전제품판매점,경상남도,창원시 마산합포구,43,44,49
가전제품판매점,경상남도,창원시 마산회원구,38,38,35
가전제품판매점,경상남도,창원시 진해구,17,16,18
가전제품판매점,경상남도,진주시,112,111,108
가전제품판매점,경상남도,통영시,34,34,36
가전제품판매점,경상남도,사천시,29,29,27
가전제품판매점,경상남도,김해시,99,101,101
가전제품판매점,경상남도,밀양시,27,27,27
가전제품판매점,경상남도,거제시,40,40,39
가전제품판매점,경상남도,양산시,61,62,67
가전제품판매점,경상남도,의령군,6,6,6
가전제품판매점,경상남도,함안군,4,4,5
가전제품판매점,경상남도,창녕군,14,16,15
가전제품판매점,경상남도,고성군,10,9,9
가전제품판매점,경상남도,남해군,16,16,16
가전제품판매점,경상남도,하동군,9,9,10
가전제품판매점,경상남도,산청군,11,11,9
가전제품판매점,경상남도,함양군,7,7,7
가전제품판매점,경상남도,거창군,22,22,22
가전제품판매점,경상남도,합천군,13,13,13
가전제품판매점,제주특별자치도,제주시,196,197,199
가전제품판매점,제주특별자치도,서귀포시,58,59,61
가전제품판매점,강원특별자치도,춘천시,114,114,111
가전제품판매점,강원특별자치도,원주시,118,118,122
가전제품판매점,강원특별자치도,강릉시,69,68,69
가전제품판매점,강원특별자치도,동해시,19,19,19
가전제품판매점,강원특별자치도,태백시,13,13,16
가전제품판매점,강원특별자치도,속초시,28,27,27
가전제품판매점,강원특별자치도,삼척시,20,19,20
가전제품판매점,강원특별자치도,홍천군,18,17,18
가전제품판매점,강원특별자치도,횡성군,9,9,9
가전제품판매점,강원특별자치도,영월군,6,6,6
가전제품판매점,강원특별자치도,평창군,10,10,11
가전제품판매점,강원특별자치도,정선군,8,8,8
가전제품판매점,강원특별자치도,철원군,13,13,13
가전제품판매점,강원특별자치도,화천군,6,6,5
가전제품판매점,강원특별자치도,양구군,7,6,6
가전제품판매점,강원특별자치도,인제군,8,7,7
가전제품판매점,강원특별자치도,고성군,9,9,8
가전제품판매점,강원특별자치도,양양군,6,6,7
가전제품판매점,전북특별자치도,전주시 완산구,120,120,122
가전제품판매점,전북특별자치도,전주시 덕진구,93,93,96
가전제품판매점,전북특별자치도,군산시,74,75,75
가전제품판매점,전북특별자치도,익산시,93,95,94
가전제품판매점,전북특별자치도,정읍시,31,31,33
가전제품판매점,전북특별자치도,남원시,25,25,24
가전제품판매점,전북특별자치도,김제시,15,15,17
가전제품판매점,전북특별자치도,완주군,20,20,23
가전제품판매점,전북특별자치도,진안군,6,6,5
가전제품판매점,전북특별자치도,무주군,7,7,7
가전제품판매점,전북특별자치도,장수군,5,5,5
가전제품판매점,전북특별자치도,임실군,4,4,4
가전제품판매점,전북특별자치도,순창군,5,6,6
가전제품판매점,전북특별자치도,고창군,13,13,14
가전제품판매점,전북특별자치도,부안군,10,10,9
건강보조식품가게,서울특별시,종로구,72,69,74
건강보조식품가게,서울특별시,중구,82,81,78
건강보조식품가게,서울특별시,용산구,57,56,56
건강보조식품가게,서울특별시,성동구,61,61,64
건강보조식품가게,서울특별시,광진구,81,79,88
건강보조식품가게,서울특별시,동대문구,229,228,244
건강보조식품가게,서울특별시,중랑구,84,85,84
건강보조식품가게,서울특별시,성북구,59,59,59
건강보조식품가게,서울특별시,강북구,57,56,54
건강보조식품가게,서울특별시,도봉구,57,57,54
건강보조식품가게,서울특별시,노원구,63,62,61
건강보조식품가게,서울특별시,은평구,79,80,90
건강보조식품가게,서울특별시,서대문구,66,65,60
건강보조식품가게,서울특별시,마포구,83,84,91
건강보조식품가게,서울특별시,양천구,99,103,109
건강보조식품가게,서울특별시,강서구,137,140,130
건강보조식품가게,서울특별시,구로구,97,97,107
건강보조식품가게,서울특별시,금천구,71,72,75
건강보조식품가게,서울특별시,영등포구,112,115,115
건강보조식품가게,서울특별시,동작구,85,85,83
건강보조식품가게,서울특별시,관악구,107,105,105
건강보조식품가게,서울특별시,서초구,171,172,164
건강보조식품가게,서울특별시,강남구,274,273,276
건강보조식품가게,서울특별시,송파구,202,199,186
건강보조식품가게,서울특별시,강동구,115,116,120
건강보조식품가게,부산광역시,중구,35,33,33
건강보조식품가게,부산광역시,서구,18,18,19
건강보조식품가게,부산광역시,동구,39,41,37
건강보조식품가게,부산광역시,영도구,16,16,18
건강보조식품가게,부산광역시,부산진구,166,169,180
건강보조식품가게,부산광역시,동래구,87,87,89
건강보조식품가게,부산광역시,남구,63,62,64
건강보조식품가게,부산광역시,북구,46,46,51
건강보조식품가게,부산광역시,해운대구,79,78,83
건강보조식품가게,부산광역시,사하구,57,59,54
건강보조식품가게,부산광역시,금정구,41,42,53
건강보조식품가게,부산광역시,강서구,15,15,17
건강보조식품가게,부산광역시,연제구,69,68,71
건강보조식품가게,부산광역시,수영구,42,43,47
건강보조식품가게,부산광역시,사상구,31,31,28
건강보조식품가게,부산광역시,기장군,30,30,31
건강보조식품가게,대구광역시,중구,87,88,88
건강보조식품가게,대구광역시,동구,66,65,75
건강보조식품가게,대구광역시,서구,37,37,41
건강보조식품가게,대구광역시,남구,39,39,40
건강보조식품가게,대구광역시,북구,85,85,82
건강보조식품가게,대구광역시,수성구,104,103,105
건강보조식품가게,대구광역시,달서구,121,120,121
건강보조식품가게,대구광역시,달성군,42,42,48
건강보조식품가게,대구광역시,군위군,4,5,4
건강보조식품가게,인천광역시,중구,26,28,34
건강보조식품가게,인천광역시,동구,11,11,12
건강보조식품가게,인천광역시,미추홀구,95,96,99
건강보조식품가게,인천광역시,연수구,97,100,92
건강보조식품가게,인천광역시,남동구,99,99,108
건강보조식품가게,인천광역시,부평구,102,99,109
건강보조식품가게,인천광역시,계양구,42,44,46
건강보조식품가게,인천광역시,서구,120,121,114
건강보조식품가게,인천광역시,강화군,141,141,146
건강보조식품가게,인천광역시,옹진군,0,0,0
건강보조식품가게,광주광역시,동구,74,74,76
건강보조식품가게,광주광역시,서구,136,135,146
건강보조식품가게,광주광역시,남구,92,95,101
건강보조식품가게,광주광역시,북구,176,175,184
건강보조식품가게,광주광역시,광산구,106,106,107
건강보조식품가게,대전광역시,동구,74,74,74
건강보조식품가게,대전광역시,중구,109,112,115
건강보조식품가게,대전광역시,서구,185,181,199
건강보조식품가게,대전광역시,유성구,102,104,111
건강보조식품가게,대전광역시,대덕구,56,56,56
건강보조식품가게,울산광역시,중구,33,33,38
건강보조식품가게,울산광역시,남구,98,100,104
건강보조식품가게,울산광역시,동구,28,26,25
건강보조식품가게,울산광역시,북구,27,27,32
건강보조식품가게,울산광역시,울주군,46,47,44
건강보조식품가게,세종특별자치시,세종시,76,75,74
건강보조식품가게,경기도,수원시 장안구,52,53,56
건강보조식품가게,경기도,수원시 권선구,73,73,72
건강보조식품가게,경기도,수원시 팔달구,82,81,82
건강보조식품가게,경기도,수원시 영통구,87,86,88
건강보조식품가게,경기도,성남시 수정구,57,58,53
건강보조식품가게,경기도,성남시 중원구,35,36,40
건강보조식품가게,경기도,성남시 분당구,141,140,141
건강보조식품가게,경기도,의정부시,102,102,107
건강보조식품가게,경기도,안양시 만안구,63,63,62
건강보조식품가게,경기도,안양시 동안구,105,105,102
건강보조식품가게,경기도,부천시 원미구,138,143,152
건강보조식품가게,경기도,부천시 소사구,43,42,49
건강보조식품가게,경기도,부천시 오정구,36,36,42
건강보조식품가게,경기도,광명시,68,68,61
건강보조식품가게,경기도,평택시,147,144,139
건강보조식품가게,경기도,동두천시,20,20,18
건강보조식품가게,경기도,안산시 상록구,69,70,75
건강보조식품가게,경기도,안산시 단원구,75,76,87
건강보조식품가게,경기도,고양시 덕양구,100,101,96
건강보조식품가게,경기도,고양시 일산동구,74,75,75
건강보조식품가게,경기도,고양시 일산서구,59,59,68
건강보조식품가게,경기도,과천시,15,15,15
건강보조식품가게,경기도,구리시,55,55,56
건강보조식품가게,경기도,남양주시,184,184,183
건강보조식품가게,경기도,오산시,45,44,45
건강보조식품가게,경기도,시흥시,111,109,113
건강보조식품가게,경기도,군포시,57,59,55
건강보조식품가게,경기도,의왕시,28,29,38
